Employment,EdLevel,YearsCode,YearsCodePro,OrgSize,Country,Gender,WorkExp,RemoteWork,Compensation_usd
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,4,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,84700
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,20,"1,000 to 4,999 employees",United States of America,Man,NA,Fully remote,NA
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,4,10 to 19 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time",Some college/university study without earning a degree,10,1,"1,000 to 4,999 employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",75000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,5,20 to 99 employees,Germany,Man,6,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,22,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",104060
"Employed, full-time",Some college/university study without earning a degree,9,8,"1,000 to 4,999 employees",United States of America,Man,9,Fully remote,120000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,3,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,3,Fully remote,96800
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,6,"10,000 or more employees",United States of America,Man,6,"Hybrid (some remote, some in-person)",140000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,11,100 to 499 employees,United States of America,Man,12,Fully remote,320000
"Employed, part-time","Other doctoral degree (Ph.D., Ed.D., etc.)",43,39,"5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,40,Fully remote,72600
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,20,500 to 999 employees,United States of America,Man,NA,Fully remote,200000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,17,2 to 9 employees,United States of America,Man,17,Fully remote,160000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,5,"5,000 to 9,999 employees",United States of America,Man,5,"Hybrid (some remote, some in-person)",110000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,"1,000 to 4,999 employees",United States of America,Man,9,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,100 to 499 employees,Germany,Man,7,"Hybrid (some remote, some in-person)",63600
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,15,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,121000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,8,"10,000 or more employees",United States of America,Man,NA,Fully remote,300000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,6,"10,000 or more employees",United States of America,Man,6,"Hybrid (some remote, some in-person)",300000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,4,"10,000 or more employees",United States of America,Man,16,Fully remote,53000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,3,20 to 99 employees,United States of America,Man,3,Fully remote,72000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,3,2 to 9 employees,United States of America,Man,3,"Hybrid (some remote, some in-person)",50000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,5,500 to 999 employees,United States of America,Man,6,Fully remote,145000
"Employed, full-time","Professional degree (JD, MD, etc.)",5,2,20 to 99 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,4,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,4,"Hybrid (some remote, some in-person)",58080
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,5,"10,000 or more employees",United States of America,Man,NA,Fully remote,262000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,9,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,9,"Hybrid (some remote, some in-person)",48400
"Employed, full-time",Some college/university study without earning a degree,6,6,"5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,6,"Hybrid (some remote, some in-person)",54450
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,1,100 to 499 employees,United States of America,Man,3,"Hybrid (some remote, some in-person)",200000
"Employed, full-time",Some college/university study without earning a degree,37,28,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,108900
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,3,"1,000 to 4,999 employees",United States of America,Man,3,"Hybrid (some remote, some in-person)",90000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,NA,100 to 499 employees,Germany,Woman,NA,Fully remote,50880
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,2,100 to 499 employees,United States of America,Man,5,Fully remote,70000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,2,"10,000 or more employees",United States of America,Man,NA,Fully remote,171000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,6,100 to 499 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",520000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",37,17,500 to 999 employees,United States of America,Man,NA,Fully remote,155000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,14,100 to 499 employees,United States of America,Man,14,Fully remote,86000
"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",Some college/university study without earning a degree,12,9,100 to 499 employees,United States of America,Man,9,Fully remote,105000
"Employed, full-time",Something else,12,7,500 to 999 employees,Germany,Man,7,Fully remote,47700
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"10,000 or more employees",United States of America,Man,2,"Hybrid (some remote, some in-person)",78000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,15,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,22,100 to 499 employees,United States of America,Man,22,Fully remote,187000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,1,100 to 499 employees,United States of America,Man,2,Fully remote,78337
"Independent contractor, freelancer, or self-employed;Employed, part-time","Other doctoral degree (Ph.D., Ed.D., etc.)",20,15,2 to 9 employees,Germany,Man,15,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,11,20 to 99 employees,United States of America,Man,11,Fully remote,215000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,7,500 to 999 employees,United States of America,Man,NA,Fully remote,150000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,16,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,15,Fully remote,78650
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,14,100 to 499 employees,Germany,Man,14,Fully remote,169600
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"10,000 or more employees",United States of America,Man,4,"Hybrid (some remote, some in-person)",162373
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,1,20 to 99 employees,United States of America,"Non-binary, genderqueer, or gender non-conforming",1,Fully remote,55000
"Employed, full-time",Some college/university study without earning a degree,20,15,100 to 499 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",125000
"Employed, full-time",Some college/university study without earning a degree,31,31,100 to 499 employees,United States of America,Man,31,Fully remote,200000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,18,"10,000 or more employees",United States of America,Man,NA,Fully remote,160000
"Employed, full-time",Some college/university study without earning a degree,15,12,100 to 499 employees,United States of America,Man,12,Fully remote,110000
"Employed, full-time",Some college/university study without earning a degree,8,7,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,8,"Hybrid (some remote, some in-person)",68970
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,26,"1,000 to 4,999 employees",United States of America,Man,NA,Fully remote,400000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,4,10 to 19 employees,United States of America,Woman,4,"Hybrid (some remote, some in-person)",82000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,8,"10,000 or more employees",United States of America,Man,4,"Hybrid (some remote, some in-person)",125000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,25,20 to 99 employees,United States of America,Man,25,"Hybrid (some remote, some in-person)",150000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,7,100 to 499 employees,United States of America,Man,7,"Hybrid (some remote, some in-person)",180000
"Employed, full-time","Associate degree (A.A., A.S., etc.)",25,17,"10,000 or more employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",310000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,20,100 to 499 employees,United States of America,Man,20,"Hybrid (some remote, some in-person)",140000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,21,100 to 499 employees,United States of America,Man,21,Fully remote,95000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38,26,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,7,500 to 999 employees,United States of America,Man,7,Fully remote,125000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,2,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,2,Fully remote,31460
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,3,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,3,"Hybrid (some remote, some in-person)",60500
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,20 to 99 employees,Germany,Man,3,"Hybrid (some remote, some in-person)",90100
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,16,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Man,16,Fully remote,57475
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",20,10,500 to 999 employees,Germany,Woman,10,Fully remote,95400
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,6,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,69575
"Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",12,7,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,"10,000 or more employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",265000
"Employed, full-time",Some college/university study without earning a degree,9,5,2 to 9 employees,Germany,Man,6,Fully remote,40280
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,2,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,43197
"Employed, full-time",Some college/university study without earning a degree,21,12,100 to 499 employees,United States of America,Man,12,Fully remote,135000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,5,500 to 999 employees,Germany,Man,5,Fully remote,5406
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,2,"10,000 or more employees",United States of America,Woman,2,"Hybrid (some remote, some in-person)",110000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,7,"10,000 or more employees",United States of America,Man,10,Fully remote,75000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32,23,100 to 499 employees,United States of America,Man,23,"Hybrid (some remote, some in-person)",120000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,11,"1,000 to 4,999 employees",United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,100 to 499 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",120000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18,8,"1,000 to 4,999 employees",United States of America,Prefer not to say,NA,Fully remote,114000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,11,500 to 999 employees,United States of America,Woman,10,"Hybrid (some remote, some in-person)",175000
"Employed, full-time",Some college/university study without earning a degree,30,20,100 to 499 employees,United States of America,Man,27,Fully remote,172000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,38,500 to 999 employees,United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,3,100 to 499 employees,Germany,Woman,NA,"Hybrid (some remote, some in-person)",5300
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,4,100 to 499 employees,United States of America,Man,4,"Hybrid (some remote, some in-person)",400000
"Employed, full-time",Some college/university study without earning a degree,34,25,"10,000 or more employees",United States of America,NA,NA,Fully remote,NA
